companies.name,companies.category_code,companies.description,companies.founded_year,companies.number_of_employees,companies.total_money_raised,city,description,address1,address2,longitude,country_code,latitude,state_code,zip_code
The Innovation Factory,web,New concept in Industrial Design,2012,5,$250k,Chicago,Chicago,1023 W Fulton Market,,-87.653169,USA,41.886454,IL,60607
The Lawyer Market,legal,The Online Legal Marketplace,2009,5,$0,Chicago,,875 N. Michigan Ave,31st Floor,,USA,,IL,60611
The Men Who Wear Many Hats,games_video,,2012,,$0,Chicago,,,,,USA,,IL,
The Ocean Agency,advertising,Interactive Marketing Agency,,20,$0,Chicago,Headquarters,200 N Michigan Avenue,Suite 500,,USA,,IL,60601
The Onion,other,satirical news and entertainment,1988,130,$0,Chicago,Corporate Headquarters,"212 W. Superior St., #200",,-87.635153,USA,41.895858,IL,60654
The Ordinary Guy Network,games_video,Chicago media music tech,2010,5,$0,Chicago,Chicago Headquarters,,,,USA,,IL,
The Printed Blog,public_relations,,,0,$0,Chicago,"The Printed Blog, Inc","20 W. Kinzie St, 15th Floor,",,,USA,,IL,60611
The Schultz Company,ecommerce,'We give you the write..edit.',1997,3,$0,Chicago,,,,,USA,,IL,
The Search Engine Guys,advertising,,,22,$0,Chicago,Chicago Office,"10 South LaSalle, Suite 2700",,-87.632519,USA,41.889183,IL,60603
The Social Closet,fashion,Pre-owned designer fashion,2012,1,$0,Chicago,,,,,USA,,IL,
The Toilet Paper,advertising,Daily News for the Thinking Man,2008,5,$0,Chicago,Headquarters,2045 North Avenue,Suite 2,,USA,,IL,60647
The Trade Desk,advertising,Media buying platform for online ads,2009,,$2.5M,Chicago,Chicago,One South Dearborn,Suite 2100,,USA,,IL,60603
The WFC Group,software,Workforce Mgmt Implementation Experts,2010,15,$0,Chicago,Company HQ,3166 N. Lincoln,Suite 211,,USA,,IL,60657
The White Law Group,legal,Securities Law Firm,2010,,$0,Chicago,Chicago Office,205 W. Randolph St.,Suite 1300,,USA,,IL,60606
TheBookPass,web,"Cool, Simple, Useful",2010,2,$0,Chicago,,,,,USA,,IL,
Think Big Analytics,analytics,Data science/engineering services,2010,50,$4.2M,Chicago,,156 N. Jefferson St.,201-R,-87.6425766,USA,41.883754,IL,60661
Thirdwave,software,Web Development and Design,1997,15,$0,Chicago,Chicago Office,15 W. Hubbard St,Suite 300,-87.628553,USA,41.8900083,IL,60654
Thoughtly,mobile,Quantifiably Good Content,2012,5,$25k,Chicago,Office,,,,USA,,IL,60611
Thoughtworks,software,Agile Software Consultancy ,,2000,$0,Chicago,Headquarters,200 E Randolph St,25th Floor,-87.6214393,USA,41.8848719,IL,60601-6501
Threadless,ecommerce,Community-based design,2000,80,$0,Chicago,Chicago HQ,1260 W Madison St,,,USA,,IL,60607
THYME,software,Scheduling Made Simple,2012,3,$0,Chicago,Thyme Technologies,908 N Western Ave 1F,,,USA,,IL,60622
TicketLab,sports,Advanced Sports Ticketing Search Engine,2013,2,$0,Chicago,,,,,USA,,IL,
Ticketweb,,,1995,,$0,Chicago,Chicago Office,550 W. Van Buren,,,USA,,IL,60607
TickIt Trading Systems,software,Disruptive Trading Software Technology,2009,12,$0,Chicago,Chicago Office,141 West Jackson Blvd,Suite 3040,,USA,,IL,60604
Tiesta Tea,,,2010,7,$0,Chicago,Headquarters,730 N. Franklin St.,Suite 620,,USA,,IL,60654
TimeXchange,ecommerce,Cloud-based Time Reporting,2004,6,$0,Chicago,Headquarters,1553 West Jackson,Suite 100,-87.666193,USA,41.87743,IL,60607
TOLTEC PHARMACEUTICALS,biotech,,2006,,$2.03M,Chicago,,1115 West Wrightwood Avenue,Suite 1W,,USA,,IL,60014
Toodalu,mobile,Turn everyday purchases into donations!,2010,5,$250k,Chicago,1871,222 Merchandise Mart Plz,Suit 1212,,USA,,IL,60654
Toon Bee,software,Social Media,,4,$0,Chicago,Toon Bee HQ,,,,USA,,IL,
Top Colleague,other,Invite only recruiting network,2011,,$0,Chicago,HQ,,,,USA,,IL,60606
Total Attorneys,enterprise,Legal Industry Software,2002,,$15M,Chicago,,25 East Washington,Suite 400,,USA,,IL,60602
Total Bankruptcy,legal,Consumer Bankruptcy Information,,,$0,Chicago,Chicago Office,25 E. Washington,,-87.6266853,USA,41.8829351,IL,
Total Criminal Defense,legal,Basics of criminal law,,,$0,Chicago,Chicago Office,25 E. Washington,,-87.6266853,USA,41.8829351,IL,
Total DUI,legal,DUI information for consumers,,,$0,Chicago,Chicago Office,25 E. Washington,,-87.6266853,USA,41.8829351,IL,
Total Injury,legal,Consumer personal injury information,,,$0,Chicago,Chicago Office,25 E. Washington,,-87.6266853,USA,41.8829351,IL,
Total Training Network,other,Online training and development,1987,50,$0,Chicago,Sales Office,,,,USA,,IL,
TotalAttorneys,,,,,$0,Chicago,,25 East Washington,,,USA,,IL,60201
TouchPoints,search,reconnect with everyone,2012,11,$0,Chicago,Headquarters,211 S Clark Street,Suite A3981,-87.6307793,USA,41.8792729,IL,60690
Toy Studio,games_video,,2009,,$0,Chicago,,,,-87.6297982,USA,41.8781136,IL,
tradeMONSTER,ecommerce,online brokerage,2008,,$0,Chicago,,10 S. Riverside Plaza,Suite 2050,,USA,,IL,60606
TradersLog.com,other,Portal for active traders,2004,3,$0,Chicago,,560 West Washington,Fourth Floor,,USA,,IL,60661
Trading Advantage,education,Online Trading Education Company,1999,45,$0,Chicago,Headquarters,111 W. Jackson Blvd,,,USA,,IL,60604
Trading Advantage,education,Online Trading Education Company,1999,45,$0,Chicago,Headquarters,111 W. Jackson,,,USA,,IL,60604
Trading Technologies,software,high-performance trading software,1994,450,$0,Chicago,HQ,222 South Riverside Plaza,Suite 1100,,USA,,IL,60606
TradingView,web,Trading ideas on infographics,2011,14,$118k,Chicago,Headquarters,222 W Merchandise Mart Plaza,,,USA,,IL,60654
Train Heroic,software,Performance Training Social Network,2012,5,$0,Chicago,1871,222 Merchandise mart,,,USA,,IL,60654
Transcriptionwave Inc,other,Audio Transcription Services,2003,50,$0,Chicago,Head Office,5228 N.Sheridhan Road,,,USA,,IL,60640
TransferMate Global Payments,,,2008,80,$0,Chicago,TransferMate USA,333 North Michigan Avenue,Suite 2415,-87.6245053,USA,41.887623,IL,60601
TransitChatter,mobile,Connect to your commute,2012,3,$0,Chicago,,,,,USA,,IL,
TransUnion,legal, information management,1968,,$0,Chicago,HQ,555 West Adams Street,,,USA,,IL,60661-3614
"Tribe & Co., Custom Jeanmakers",web,Custom made to measure jeans,,,$0,Chicago,Office,9A-5P,,,USA,,IL,
Tribunat,finance,value investing insight,2012,4,$0,Chicago,,,,,USA,,IL,60613
Tribune Company,web,,1847,,$0,Chicago,,435 North Michigan Avenue,,-87.62425,USA,41.890569,IL,60611
Trio Video,games_video,,,,$0,Chicago,,2132 West Hubbard,,,USA,,IL,60612
Tripp Lite,other,UPS System Manufacturer,1922,450,$0,Chicago,World Headquarters,1111 West 35th Street,,,USA,,IL,60609
Triprental.com,travel,Online listing service for vacation,,,$500k,Chicago,,11 E. Adams,Suite 1402,-87.6272931,USA,41.8793713,IL,60603
Triviumsoft,software,,1991,7,$0,Chicago,US Office,"222 E Wisconsin Ave,",Suite 216,,USA,,IL,60045
TroopZilla,advertising,daily deal shopping website,2010,20,$0,Chicago,TroopZilla,233 S. Wacker Dr.,#8400,,USA,,IL,60606
TruckSpotting,mobile,GPS Food Truck Locator,2012,2,$0,Chicago,Headquarters,550 N Saint Clair,1408,,USA,,IL,60611
TruMarx Data Partners,software,Energy Market Technology,2006,,$7.18M,Chicago,,200 W. Monroe,Suite 1330,,USA,,IL,60606
Trunk Club,fashion,Men's clothing service,2009,90,$12.4M,Chicago,Trunk Club HQ,311 W Superior St,Suite 504,-121.312515,USA,44.06048,IL,60654
Trustwave Holdings,software,cloud and managed security services,1995,1100,$24.5M,Chicago,HQ,70 West Madison Street,Suite 1050,-87.6301251,USA,41.8819935,IL,60602
TSS Hosting Solutions,network_hosting,your website hosting simplified,2011,1,$0,Chicago,USA Office,Steadfast,,,USA,,IL,
TT Design Labs,hardware,Design & Innovation,,,$0,Chicago,,,,-87.6297982,USA,41.8781136,IL,
Tula Software,software,Software for Independent Yoga Studios,2011,8,$0,Chicago,,1608 N Milwaukee Ave.,Suite 708,-87.7054,USA,41.924432,IL,60647
TuneCloud,software,Stor/Stream music in the cloud. ,2010,2,$0,Chicago,HQ,,,,USA,,IL,60607
Turn,advertising,Cloud Marketing Platform,2004,,$145M,Chicago,Chicago Office:,351 W. Hubbard Street,Suite 700,,USA,,IL,60654
Tvblockbuster,web,Tvblockbuster Help's You Watch Tv Online,2011,15,$0,Chicago,"Chicago, IL USA","Chicago, IL USA",,,USA,,IL,
tvCompass,mobile,,2003,,$5.1M,Chicago,,8420 West Bryn Mawr Avenue,Suite 450,,USA,,IL,60631
Tweetology,web,Twitter curation system,,25,$0,Chicago,,,,,USA,,,
Twelvefold Media,advertising,Emotive-based Media Company,2004,60,$30.2M,Chicago,,"321 North Clark Street, 5th Fl",,,USA,,IL,60654
Twittad,web,,2008,3,$0,Chicago,"Chicago, Illinois",,,,USA,,IL,60613
Ukietech,software,Web design & development services,2004,25,$0,Chicago,,1646 N Bosworth Suite A.,,-87.6665861,USA,41.9120193,IL,60642
Uloop,web,Student Powered Marketplace,2007,,$0,Chicago,Chicago Office,35 E. Wacker Dr.,9th Floor,,USA,,IL,60601
Undertone,advertising,Online advertising and marketing,2002,,$40M,Chicago,Chicago,221 North LaSalle St.,Suite 1400,-87.6322669,USA,41.8864688,IL,60601
Unitas Global,enterprise,Enterprise Private Cloud - IaaS,2009,150,$0,Chicago,Chicago Sales Office,233 S. Wacker Dr.,84th floor,,USA,,IL,60606
University of Chicago,education,,1890,,$90M,Chicago,,5801 South Ellis Avenue,,,USA,,IL,60637
Unmetric,analytics,The Social Media Benchmarking Company,2011,50,$8.7M,Chicago,ILLINOIS,2001 Victoria Road,,,USA,,IL,60060
UpCity,advertising,Traffic for your site,2009,15,$3.5M,Chicago,Main Office,372 West Ontario Street,Ste 301,-87.638631,USA,41.893377,IL,60654
Upholsterly,web,local custom upholstery quotes,2013,2,$0,Chicago,,,,-87.6297982,USA,41.8781136,IL,
UrbanBound,,,2011,,$6M,Chicago,World Headquarters,640 North LaSalle Drive,Suite 650,-87.6326862,USA,41.8936163,IL,60654
US Tax Shield,legal,Tax Relief Attorneys,2000,65,$0,Chicago,Chicago,233 S. Wacker Drive,84th Floor,,USA,,IL,60606
Valence Health,analytics,,,,$30M,Chicago,,600 West Jackson Blvd.,Suite 800,,USA,,IL,60661
Valkre Solutions Inc.,software,Customer Value Creation Software ,2008,15,$0,Chicago,,222 W. Kinzie,Second Floor,,USA,,IL,60654
Vanco Direct USA,public_relations,Telecommunications,,15,$0,Chicago,HQ,200 S Wacker Dr,Floor 12,-87.636974,USA,41.87925,IL,60606
VaporStream,public_relations,,,,$0,Chicago,,"233 S. Wacker Drive, 97th Floor",,,USA,,IL,60606
Velawsity,legal,Cloud Based Lawyer Platform,2012,4,$0,Chicago,Headquarters,917 W. Washington St.,Suite 171,,USA,,IL,60607
Venpop,ecommerce,Social Commerce,2006,9,$0,Chicago,Venpop Chicago,"505 N. State St., Suite 3000",,,USA,,IL,60654
Veredus,,Transforming IT Staffing,2000,710,$0,Chicago,Chicago Office,"203 N. LaSalle Street, Suite 2100",,,USA,,IL,60601
Verlig,consulting,Unconventional Consulting firm,2012,2,$0,Chicago,Chicago,2313 W North Ave,,-87.6853631,USA,41.9103375,IL,60647
Vevo,games_video,Premium music video programming,2009,,$0,Chicago,,430 W. Erie,Suite 603,,USA,,IL,60654
Viatask,web,Let others do your chores,2011,3,$0,Chicago,HQ,200 S. Wacker Dr.,15th Floor,,USA,,IL,60606
Vibes,messaging,Mobile marketing solutions,1998,100,$15M,Chicago,Vibes Headquarters,300 W. Adams St.,7th Floor,,USA,,IL,60606
Video Parachute,photo_video,Video Production Company,,3,$0,Chicago,Office,180 N LaSalle St.,,,USA,,IL,60601
Viewpoints,web,User Reviews of Consumer Products,2006,15,$5M,Chicago,,222 W. Hubbard Street,,-87.63406,USA,41.890376,IL,60610
Viewthrough Measurement Consortium,advertising,Digital Media Trade Group,2012,,$0,Chicago,Chicago,Bucktown,,-87.6827676,USA,41.9211473,IL,60614
VineSprout,consulting,Public Relations,2010,3,$0,Chicago,,,,,USA,,IL,
ViralNation,other,Infect The World,2011,10,$0,Chicago,Corporate Headquarters,150 N Michigan Ave,,,USA,,IL,60601
Virdocs Software,software,Virtual Document Software,2011,10,$200k,Chicago,Headquarters,747 N Lasalle St.,,,USA,,IL,60654
Vitrue,enterprise,,2006,,$33M,Chicago,Chicago,30 W Hubbard St.,Suite 400,,USA,,IL,60654
VivaKi,advertising,Advertising agency,2008,,$0,Chicago,,35 W. Wacker Dr.,,,USA,,IL,60601
vmock.com,software,,2009,,$500k,Chicago,,424 West Melrose Street,Apartment 15A,,USA,,IL,60657
Vodori,consulting,,2005,55,$0,Chicago,Headquarters,315 N. Racine,Floor 2,-87.656507,USA,41.887335,IL,60607
VoicePrism Innovations,analytics,human voice analysis solutions,2007,,$1.2M,Chicago,HQ,203 North LaSalle Street,Suite 2100,,USA,,IL,60601
VOKAL Interactive,mobile,Mobile Development & Strategy,2009,15,$0,Chicago,Chicago Office,116 W. Hubbard,Floor 4,,USA,,IL,60654
Voxsup,software,,2011,,$50k,Chicago,,1100 N. Lake Shore Drive,"#7A,",-87.625161,USA,41.902686,IL,60611
W3 Business Advisors,consulting,Internet Business Brokers,2006,5,$0,Chicago,Chicago Office,150 North Michigan Avenue,Suite 2800,-87.6245237,USA,41.8842919,IL,60661
Wakensys,web,Chicago Web Design,2004,30,$0,Chicago,500 N Dearborn St,Suite 1011,,,USA,,IL,60654
Walker Sands Communications,public_relations,PR firm for startups and tech companies,2001,,$0,Chicago,WS | Chicago,121 N. Jefferson St.,,,USA,,IL,60661
WalkJogRun,other,Running routes and training partner.,2008,3,$0,Chicago,Headquarters,3759 N Ravenswood Ave,Suite 226A,,USA,,IL,60613
WebCurfew,web,Parental Internet Light Switch ,2013,6,$445k,Chicago,,,,,USA,,IL,
Website Magazine,public_relations,Magazine for Web success,2005,,$0,Chicago,Headquarters,,,-87.6297982,USA,41.8781136,IL,
WebTiger Search Marketing,consulting,Local SEO & Lead Generation,2007,3,$0,Chicago,Main Office,17 E Monroe St,,,USA,,IL,60603
WebWalk,web,Walk-through Digital Tours,2009,2,$0,Chicago,Headquarters,316 N Michigan,Suite 200,,USA,,IL,60601
WeDeliver,transportation,Same Day Local Delivery,2013,9,$800k,Chicago,Chicago Headquarters,"222 West Merchandise Mart Plaza,",,,USA,,IL,60654
WellRight,software,Corporate Wellness Software,2013,13,$4M,Chicago,Headquarters,233 S Wacker Drive,Suite 5430,,USA,,IL,60606
WeRecoverData Data Recovery Labs,hardware,Data Recovery Service,,,$0,Chicago,Illinois Office,203 North LaSalle Street,Suite 2100,-87.6322537,USA,41.8859841,IL,60601
West Monroe Partners,consulting,Technology consulting firm,,,$0,Chicago,,222 West Adams Street,11th Floor,,USA,,IL,60606
Where I've Been,travel,Interactive Travel Map,2007,9,$1.75M,Chicago,HQ,1927 N Milwaukee,,-87.686634,USA,41.916619,IL,60647
Whittl,ecommerce,where to-dos get done,2011,7,$1.3M,Chicago,HQ,311 W Superior St,Suite 208,-87.636284,USA,41.895339,IL,60654
WidgetLaboratory,network_hosting,Widgets & Solutions for Work and Play,2007,6,$0,Chicago,,2121 N. Campbell Ave.,Suite 100,-87.688877,USA,41.920521,IL,60647
Willens Law Offices,legal,We Just Care More,2007,,$0,Chicago,Willens Law Offices,30 N. LaSalle Street,Suite 3450,,USA,,IL,60602
Windy City Website Design Studios,ecommerce,Chicago Web Design Company,,5,$0,Chicago,"Lewis Media Group, LLC",500 N. Michigan Avenue,Suite 300,,USA,,IL,60611
Winestyr,web,,2010,,$0,Chicago,Winestyr,666 West Hubbard St.,,-87.6453862,USA,41.8902166,IL,60654
WingSix,network_hosting,Hosting Provider,,,$0,Chicago,,223 W. Jackson Suite 1014,,-87.634781,USA,41.877867,IL,60606
WisdomGroup,software,Software development company,1994,,$0,Chicago,Chicago Office,"27 North Wacker Drive, Suite 406",,,USA,,IL,60606
WisePatient,,Healthcare,,,$0,Chicago,HQ,858 W Armitage Ave.,Ste. 248,,USA,,IL,60614
WITv,games_video,Comedy Studio,2013,5,$0,Chicago,,321 N Clark St,,,USA,,IL,60654
Wojo Design,web,Full Service Web Agency,2004,3,$0,Chicago,Chicago Office,1305 South Michigan,#602,,USA,,IL,60605
Workbridge Associates,other,A nationwide technology recruiting firm,1989,170,$0,Chicago,CHICAGO,10 South La Salle Street,Suite 1330,-87.632735,USA,41.881607,IL,60603
World Book,web,Educational products,,,$0,Chicago,,"233 North Michigan Ave., Suite 2000",,,USA,,IL,60601
worldhistoryproject,web,Recording history using the Web,2007,5,$3M,Chicago,,1802 West Berteau,Suite 203,-87.674729,USA,41.958157,IL,60613
Worthee,pets,On demand pet services,2013,10,$0,Chicago,Chicago Office,1229 N North Branch,,,USA,,IL,60642
Wrightwood Furniture,manufacturing,Amazing Handmade Furniture,,,$0,Chicago,HQ,3036 N.,Lincoln Ave,,USA,,IL,60657
WyzAnt.com,web,Tutoring Website,2005,11,$21.5M,Chicago,WyzAnt Headquarters,1714 N Damen Ave Suite 3N,,-87.677796,USA,41.912855,IL,60647
Xchanging,,,,,$0,Chicago,,"11th Floor, O'Hare Plaza","8755, West Higgins Road",,USA,,IL,60631
XenoWize,software,,,,$0,Chicago,,1152 W. Roscoe St,Suite 3W,,USA,,IL,60657
YCharts,analytics,The ï¬Ånancial terminal of the web.,2009,,$8.65M,Chicago,Headquarters,414 N Orleans,Suite 302,-87.6371453,USA,41.8894509,IL,60654
YesFreelance,ecommerce,Online Freelance Staffing Marketplace,2009,5,$0,Chicago,Chicago Office,,,-87.6445473,USA,41.8819283,IL,60661
Youcruiter,web,College student recruiting,2011,2,$0,Chicago,,,,,USA,,IL,60607
Your Helpful Plumber,other,plumbing service Chicago,1986,4,$0,Chicago,Your Helpful Plumber,2843 N. Sringfield AVE,,-87.724207,USA,41.933101,IL,60618
YourPortal,other,Online Booking Management System,2011,5,$0,Chicago,Chicago Office,2211 N Elston,,,USA,,IL,
YourSeniorLiving.com,web,Senior Housing Search and Reviews,2012,,$0,Chicago,Corporate Office,,,,USA,,IL,
"Youth Centers of Israel, Inc.",education,After-School Programs,1953,10,$0,Chicago,U.S. HQ,100 E. Huron St.,Suite 1102,,USA,,IL,60611
YTM,advertising,Online video advertising agency,2010,30,$0,Chicago,,,,,USA,,IL,
Zacks Investment Research,other,Investment & Stock Research,1978,500,$0,Chicago,,111 N Canal St # 1101,,,USA,,IL,60661
Zap2it,web,,,,$0,Chicago,,435 Michigan Ave.,Suite 1300,-87.624179,USA,41.876499,IL,60610
"Zeno Group, a Daniel J Edelman Company",public_relations,,,,$0,Chicago,Chicago,200 E Randolph St,# 5230,,USA,,IL,60601
Zima,web,The Web Company,2010,10,$0,Chicago,Headquarters,6351 W Montrose Ave,Suite 232,,USA,,IL,60634
Zoom Media & Marketing - United States,advertising,Targeted Out-of-Home Advertising,1991,,$30M,Chicago,Chicago Office,549 W. Randolph,Suite 600,,USA,,IL,60661
Zorch,other,,2002,40,$0,Chicago,Zorch Headquarters,223 W. Erie,Suite 3NW,-87.635104,USA,41.893731,IL,60654
ZUCHEM,health,,2001,,$150k,Chicago,,2225 W. Harrison St,Suite F,,USA,,IL,60612
Zurmo,software,Open Source CRM,2010,,$0,Chicago,,27 N. Wacker Suite 370,,,USA,,IL,60606
