id,type,mc_account_id,approved,name,logo_image,hidden,email,address,address2,city,state_id,zip,created,updated,deleted_date,user_access_id,resource_name,suite,lat,lng,contact_name,contact_phone,website,youtube_video_url,html_description,short_desc,mc_account_listings_resources_ids,mc_account_listings_sectors_ids,additional_institutions,institution_name,state,online_only,region_facet,funding_facet,physical_space_facet,facilities_facet,nonprofit_facet,professional_services_facet,other_facet,sectors_facet,all_sectors,additional_info,template_file,css_file,meta_description,meta_title,meta_keywords
32,1,,No,"KB Partners, L.L.C.",filebin/kbpartners.gif,No,,1780 Green Bay Road,,Highland Park,13,60035,5/14/13 14:33,11/18/14 10:13,0000-00-00 00:00:00,26,"KB Partners, L.L.C.",,42.184333,-87.8021629,,847-681-1270,http://www.kbpartners.com/,,"<p>KB Partners, L.L.C. is a suburban Chicago based investment firm established by Keith Bank and Byron Denenberg in 1996 to make investments in a variety of angel funded and venture capital opportunities. KB's objective is to build dominant new enterprises by working in partnership with talented entrepreneurs and experienced managers.</p>",,,,,"KB Partners, L.L.C.",IL,No,,"Venture Capital,Angel Investment",,,,,,"IT/Digital/Web-Mobile,Manufacturing,Biotech and Life Sciences,Healthcare and Medical Devices,Telecommunications",,,template.php,default.css,,,
33,1,,No,Leo Capital Holdings,filebin/Leo-capital.png,No,,400 Skokie Blvd.,,Northbrook,13,60062,5/14/13 14:33,12/4/14 15:50,0000-00-00 00:00:00,26,Leo Capital Holdings,Suite 410,42.143419,-87.7975869,,847-418-3420,http://leocapholdings.com/,,"<p>Leo Capital Holdings, LLC is a privately funded venture investor making investments in early and later stage private companies. Our focus is primarily on consumer oriented technology and applications. We like ventures that target very large markets, and consider investment opportunities across the United States. Leo maintains a broad network of contacts, investors, and advisors with whom we work after investing to help build value, and usually make investments that allow for our active involvement.</p>",,,,,Leo Capital Holdings,IL,No,,Venture Capital,,,,,,"IT/Digital/Web-Mobile,Healthcare and Medical Devices",,,template.php,default.css,,,
34,1,25a92ded7f8fecb347b128ac9265385578b44458,Yes,Lightbank,filebin/lightbank.png,No,,600 West Chicago Avenue,,Chicago,13,60654,5/14/13 14:33,12/4/14 15:55,0000-00-00 00:00:00,26,Lightbank,Suite 700,41.8969173,-87.6435474,,,http://lightbank.com/,,"<p>A fresh approach to venture capital - fueling the future of technology with more than just money. We invest money, but we do it our way. We provide a solid business model, technology that works, top talent, and an experienced and connected partner.</p>",,,,,Lightbank,IL,No,,Venture Capital,Incubator,,,,,IT/Digital/Web-Mobile,,"----------------------------------------------
Resource Claimed
2014-05-09 11:39:31
Patrick Moriarty --> http://www.illinoisinnovation.com/mightysite/edit_record.php?tablename=mc_account&id=116
----------------------------------------------
",template.php,default.css,,,
35,1,,No,Merrick Ventures,filebin/Merrick_Ventures_208236.gif,No,,350 N. Orleans Street,,Chicago,13,60654,5/14/13 14:33,12/4/14 16:04,0000-00-00 00:00:00,26,Merrick Ventures,10th Floor,41.901462,-87.637771,,312-994-9494,http://www.merrickventures.com/,,"<p>Based on the fundamental belief that significant intrinsic values transcend the leader of an organization to its stakeholders, Merrick explores the track record and value based philosophies of its staff, leaders and companies to assure the success of its investments. Our goals are to provide intelligence and equity, to improve and build existing operations, and to continue to grow a great city in the key pillars of philanthropy, philosophy of capital enrichment and the creation of wealth</p>",,,,,Merrick Ventures,IL,No,,Venture Capital,,,,,,IT/Digital/Web-Mobile,,,template.php,default.css,,,
36,1,,Yes,MK Capital,filebin/mk_cap.png,No,,1033 Skokie Blvd,,Northbrook,13,60062,5/14/13 14:33,12/4/14 16:17,0000-00-00 00:00:00,26,MK Capital,Suite 430,42.1323611,-87.7877587,,312-324-7700,http://www.mkcapital.com/,,"<p>MK Capital invests in companies at all stages of the funding lifecycle with a strong sector focus on digital media, data center automation, software, and education technology. The MK Capital team aligns closely with entrepreneurs as a funding partner, a reliable mentor, and a valuable resource to build successful businesses.</p>",,,,,MK Capital,IL,No,,Venture Capital,,,,,,"IT/Digital/Web-Mobile,Telecommunications",,,template.php,default.css,,,
37,1,,Yes,Motorola Solutions Venture Capital,filebin/solutionslogo.png,No,,1303 East Algonquin Road,,Schaumburg,13,60196,5/14/13 14:33,12/4/14 16:19,0000-00-00 00:00:00,26,Motorola Solutions Venture Capital,,42.0672988,-88.0485826,,,http://www.motorolasolutions.com/US-EN/About/Company+Overview/Motorola+Solutions+Venture+Capital,,"<p>We are the global, strategic investment arm of Motorola Solutions, bringing together new technologies, new markets and new talent to discover and invest in tomorrow's technology solutions. Every investment we make is a strategic alliance encapsulated by vision, creativity, and business acumen. Bringing together talent and sharing dreams allows us to achieve more together than we can alone. We provide financial support to sustain a business through start-up, growth and expansion. We also provide a brand, business and technology backdrop to help cultivate ideas into reality. Combining internal strengths and the best external investment opportunities helps Motorola Solutions Venture Capital drive profitable growth and build shareholder value.</p>",,,,,Motorola Solutions,IL,No,,Venture Capital,,,,,,"IT/Digital/Web-Mobile,Telecommunications",,,template.php,default.css,,,
38,1,,No,New Enterprise Associates,filebin/nea.jpg,No,,,,,0,,5/14/13 14:33,12/4/14 16:25,0000-00-00 00:00:00,26,New Enterprise Associates,,,,,,http://www.nea.com/,,"<p>When it is time to take a promising business or business idea to the next level, entrepreneurs want a venture partner who understands and believes in the power of big dreams, bold visions and fresh ideas that have the power to change an industry, a sector, the world. Moreover, entrepreneurs want a venture partner who knows what it takes&mdash;through first-hand experience and carefully nurtured relationships&mdash;to make a company succeed, to turn an idea into an action, and to make a plan a reality. For more than 30 years, NEA has been helping to build great companies. Our committed capital has grown to $13 billion, including a $2.6 billion fourteenth fund closed in 2012. We invest across stage and geography in technology, healthcare and energy.</p>",,,,,New Enterprise Associates,,No,,Venture Capital,,,,,,"Clean Tech/Alternative Energy,IT/Digital/Web-Mobile,Healthcare and Medical Devices",,,template.php,default.css,,,NEA
39,1,,Yes,Pritzker Group Venture Capital,filebin/pritzger-vc-logo2x.png,No,,111 South Wacker Drive,,Chicago,13,60606,5/14/13 14:33,12/4/14 16:59,0000-00-00 00:00:00,26,Pritzker Group Venture Capital,Suite 4000,41.880469,-87.636437,,312-447-6000,http://www.pritzkergroup.com/venture-capital/,,"<p>Pritzker Group Venture Capital, formerly New World Ventures, helps entrepreneurs build market-leading technology companies at every stage of their growth. Since our founding in 1996, our firm has worked side-by-side with entrepreneurs at more than 100 companies, building partnerships based on trust and integrity. Our proprietary capital structure allows for tremendous flexibility, and our experienced team of investment professionals and entrepreneurs offers companies a vast network of strategic relationships and guidance. Successful exits in recent years include Fleetmatics (NYSE: FLTX), SinglePlatform (acquired by Constant Contact), Zinch (acquired by Chegg), Playdom (acquired by Disney), LeftHand Networks (acquired by Hewlett-Packard), and TicketsNow (acquired by Ticketmaster).</p>",,,,,Pritzker Group ,IL,No,,Venture Capital,,,,,,"IT/Digital/Web-Mobile,Healthcare and Medical Devices",,,template.php,default.css,,,
40,1,,Yes,OCA Ventures,filebin/oca.png,No,,505 N LaSalle Street,,Chicago,13,60654,5/14/13 14:33,12/4/14 16:31,0000-00-00 00:00:00,26,OCA Ventures,Suite 500,41.8910249,-87.6323588,,312-327-8400,http://www.ocaventures.com/,,"<p>OCA Ventures is a venture capital firm focused on equity investments in companies with dramatic growth potential, primarily in technology, highly-scalable services businesses, mobile commerce and web 3.0. OCA invests in many industries, with a preference for financial services and for-profit education. Over the last decade, OCA has invested three funds in over 45 companies. OCA is based in Chicago and has investments throughout the United States.</p>",,,,,OCA Ventures,IL,No,,Venture Capital,,,,,,IT/Digital/Web-Mobile,,,template.php,default.css,,,
41,1,,No,Origin Ventures,filebin/origin.gif,No,,1033 Skokie Blvd.,,Northbrook,13,60062,5/14/13 14:33,12/4/14 16:37,0000-00-00 00:00:00,26,Origin Ventures,Suite 430,42.1323611,-87.7877587,,847-919-3546,http://www.originventures.com/,,"<p>Origin Ventures is a venture capital firm investing in early-stage companies. We invest capital and leverage our entrepreneurial, marketing and management expertise to help facilitate the growth of early-stage companies. The principals of Origin Ventures have been involved in successful entrepreneurial activities since the mid 1980's. We utilize our capital and experience to assist entrepreneurs in maximizing the value of their enterprises, thereby continuing our tradition of, ""Investing in Success.""</p>",,,,,Origin Ventures,IL,No,,Venture Capital,,,,,,"Biotech and Life Sciences,Healthcare and Medical Devices",,,template.php,default.css,,,
42,1,,No,Paradigm Group II,,Yes,,1535 Lake Cook Rd.,,Northbrook,13,60062,5/14/13 14:33,12/4/14 16:42,0000-00-00 00:00:00,26,Paradigm Group II,Suite 110,42.1497087,-87.8165093,,847-562-0700,http://www.paradigmventure.com/,,"<p><span>Paradigm Group, LLC is a principal investment firm specializing in investments in private investments in public entities (PIPEs), expansionary capital, and growth capital in emerging public and private companies. The firm also invests in seed and early stage venture financings and bridge loans. The firm seeks to invest in small cap public companies with market value less than $200 million. It typically invests in emerging technology companies. The firm seeks to deploy capital as a lead or sole investors, equal partner or co-investors, or as a part of a syndicated group of investors. Paradigm Group, LLC was founded in 1995 and is based in Northbrook, Illinois.&nbsp;</span></p>",,,,,Paradigm Group II,IL,No,,Venture Capital,,,,,,"Clean Tech/Alternative Energy, Food/Agriculture, IT/Digital/Web-Mobile, Manufacturing, Biotech and Life Sciences, Healthcare and Medical Devices, Nanotechnology, Transportation/Logistics, Social/Impact Venture, Telecommunications",X,,template.php,default.css,,,
43,1,,No,Polestar Capital Partners,filebin/polestar.jpg,No,,180 North Michigan Avenue,,Chicago,13,60601,5/14/13 14:33,12/4/14 16:56,0000-00-00 00:00:00,26,Polestar Capital Partners,Suite 1905,41.885537,-87.624987,,312-984-9090,http://www.polestarvc.com/,,"<p>Polestar Capital Partners is a private equity firm that invests in early stage information technology companies led by minority entrepreneurs. Polestar seeks to obtain superior returns for investors by taking equity positions within early-stage privately held companies that operate in large and/or rapidly growing markets. To improve the probability of success, Polestar takes an active role within portfolio companies, leveraging over half of a century of investing and management experience to assist with the startups as they strive to become sustainable companies. This is the hallmark of the Polestar strategy successfully employed during previous funds.</p>",,,,,Polestar Capital Partners,IL,No,,"Venture Capital,Private Equity",,,,,,IT/Digital/Web-Mobile,,,template.php,default.css,,,
44,1,a1bb3f66b805dd91a5bcc40655c9191f8b062430,Yes,Red Rocket Venture Partners,/filebin/uploads/a1bb3f66b805dd91a5bcc40655c9191f8b062430/44.png,No,george@redrocketvc.com,550 Woodland Ln. S.,,Northfield,13,60093,5/14/13 14:33,6/28/13 17:17,0000-00-00 00:00:00,26,Red Rocket Venture Partners,,42.106326,-87.778972,George Deeb,,http://www.redrocketvc.com/,,"Red Rocket is a Chicago-based consulting and financial advisory firm with expertise in serving the start-up, digital and venture community. So, if you are looking to ignite your business with learnings and contacts of proven entrepreneurs, CEO‰Ûªs and venture capitalists who have lived through the same challenges you are experiencing, Red Rocket can help your business blast off! George Deeb was named to the Crains Tech 50 in Chicago, and was a finalist for ""Mentor of the Year"" by Built In Chicago, for his efforts at Red Rocket.",,,,,Red Rocket Venture Partners,IL,No,,Venture Capital,,,,Consulting,,IT/Digital/Web-Mobile,,"----------------------------------------------
Resource Claimed
2013-06-28 16:45:35
George Deeb --> http://www.illinoisinnovation.com/mightysite/edit_record.php?tablename=mc_account&id=40
----------------------------------------------
",template.php,default.css,,,
